review_order,priority_group,triage_rank,triage_score,listing_id,address,source_label,recommended_source,recommended_label,coordinate_confidence,best_photo_indices,arcgis_real_tiles,arcgis_placeholder_tiles,best_overhead_candidate,aerial_contact_sheet,mls_contact_sheet,google_best_image,google_contact_sheet,bing_contact_sheet,mapbox_contact_sheet,app_path,review_reason,rights_note
128,A - strong candidate,173,33,10669578,9-6324 LAURIER Avenue,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"1,2,3,4",0,9,data\aerial\cranbrook_kimberley\9-6324-laurier-avenue-10669578\esri_world_imagery_z19\z19_x94048_y179130.jpg,data\contact_sheets\cranbrook_kimberley\9-6324-laurier-avenue-10669578\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\9-6324-laurier-avenue-10669578\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\9-6324-laurier-avenue-10669578\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\9-6324-laurier-avenue-10669578\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10669578,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial showing house and backyard/lot together. Photo 1 shows house exterior; photos 2-4 are elevated deck/lake v…,MLS/listing photos are research-only until rights are verified.
129,A - strong candidate,174,33,10680439,913 17TH S Street,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"1,2",0,9,data\aerial\cranbrook_kimberley\913-17th-s-street-10680439\esri_world_imagery_z19\z19_x93544_y178953.jpg,data\contact_sheets\cranbrook_kimberley\913-17th-s-street-10680439\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\913-17th-s-street-10680439\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\913-17th-s-street-10680439\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\913-17th-s-street-10680439\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10680439,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Only front driveway/exterior visible; no backyard, aerial, pool, or hot tub marketing photos apparent.; Clear residential lot; z1…",MLS/listing photos are research-only until rights are verified.
130,A - strong candidate,175,33,20050871,940 313TH Drive,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"2,6",0,9,data\aerial\cranbrook_kimberley\940-313th-drive-20050871\esri_world_imagery_z19\z19_x93285_y178618.jpg,data\contact_sheets\cranbrook_kimberley\940-313th-drive-20050871\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\940-313th-drive-20050871\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\940-313th-drive-20050871\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\940-313th-drive-20050871\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-20050871,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: several ground exterior views show house and some lawn/lot context, but no aerial/top-down/elevated backyard overvie…",MLS/listing photos are research-only until rights are verified.
131,A - strong candidate,176,33,10685328,961 COPPER POINT Way,Columbia Valley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"1,2",0,9,data\aerial\columbia_valley\961-copper-point-way-10685328\esri_world_imagery_z19\z19_x93222_y176674.jpg,data\contact_sheets\columbia_valley\961-copper-point-way-10685328\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\961-copper-point-way-10685328\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\961-copper-point-way-10685328\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\961-copper-point-way-10685328\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10685328,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: only ground-level front exterior views appear; no visible aerial/elevated backyard or lot overview showing house and…,MLS/listing photos are research-only until rights are verified.
132,A - strong candidate,184,25,10563296,1007 4TH Avenue,Columbia Valley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\columbia_valley\1007-4th-avenue-10563296\esri_world_imagery_z19\z19_x93169_y176657.jpg,data\contact_sheets\columbia_valley\1007-4th-avenue-10563296\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\1007-4th-avenue-10563296\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\1007-4th-avenue-10563296\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\1007-4th-avenue-10563296\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10563296,Vision batch 002: print_mockup_potential=low; best_candidate_tile=none; Map data not available; no imagery to evaluate.; z19 shows the structure with surrounding lot/yard context; z20 is too tight/soft and z18 is broader but less detailed.,MLS/listing photos are research-only until rights are verified.
133,A - strong candidate,185,25,10674172,101 RIDGEMONT Crescent,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\101-ridgemont-crescent-10674172\esri_world_imagery_z19\z19_x94582_y178933.jpg,data\contact_sheets\fernie_sparwood\101-ridgemont-crescent-10674172\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\101-ridgemont-crescent-10674172\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\101-ridgemont-crescent-10674172\google_satellite_z20.jpg,data\alternate_contact_sheets\google\fernie-sparwood\101-ridgemont-crescent-10674172\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10674172,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Clear top-down view of house, driveway, and yard/lot; z19 also useful for neighborhood context.",MLS/listing photos are research-only until rights are verified.
134,A - strong candidate,186,25,10636711,11 SILVER RIDGE Way,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\11-silver-ridge-way-10636711\esri_world_imagery_z19\z19_x94578_y178939.jpg,data\contact_sheets\fernie_sparwood\11-silver-ridge-way-10636711\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\11-silver-ridge-way-10636711\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\11-silver-ridge-way-10636711\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\11-silver-ridge-way-10636711\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10636711,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; z19 gives usable view of house/driveway and adjacent lot context; z20 is detailed but cropped/tight.,MLS/listing photos are research-only until rights are verified.
135,A - strong candidate,187,25,10676037,1110 BEACH Avenue,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\1110-beach-avenue-10676037\esri_world_imagery_z19\z19_x94557_y178928.jpg,data\contact_sheets\fernie_sparwood\1110-beach-avenue-10676037\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1110-beach-avenue-10676037\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1110-beach-avenue-10676037\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1110-beach-avenue-10676037\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10676037,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; z19 shows house and surrounding yard/lot, though trees/shadows partially obscure details; z18 provides broader context.",MLS/listing photos are research-only until rights are verified.
136,A - strong candidate,188,25,10637598,1191 11TH Avenue,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\1191-11th-avenue-10637598\esri_world_imagery_z19\z19_x94566_y178908.jpg,data\contact_sheets\fernie_sparwood\1191-11th-avenue-10637598\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1191-11th-avenue-10637598\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1191-11th-avenue-10637598\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1191-11th-avenue-10637598\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10637598,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Clear overhead view of house, lot, driveway/yard context; z20 is closer but partly tight, z19 best balances detail and full parce…",MLS/listing photos are research-only until rights are verified.
137,A - strong candidate,189,25,10672499,1202 4TH Avenue,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\1202-4th-avenue-10672499\esri_world_imagery_z19\z19_x94579_y178914.jpg,data\contact_sheets\fernie_sparwood\1202-4th-avenue-10672499\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1202-4th-avenue-10672499\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1202-4th-avenue-10672499\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1202-4th-avenue-10672499\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10672499,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; House and surrounding yard/lot are visible with good neighborhood context; z20 is usable but cropped/tight.,MLS/listing photos are research-only until rights are verified.
138,A - strong candidate,190,25,10659866,123 WHITETAIL Drive,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\123-whitetail-drive-10659866\esri_world_imagery_z19\z19_x94578_y178953.jpg,data\contact_sheets\fernie_sparwood\123-whitetail-drive-10659866\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\123-whitetail-drive-10659866\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\123-whitetail-drive-10659866\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\123-whitetail-drive-10659866\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10659866,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Townhouse/row-home setting visible with frontage, building footprint, and limited rear/side context; z19 gives best lot context.",MLS/listing photos are research-only until rights are verified.
139,A - strong candidate,191,25,10663856,1251 2ND Avenue,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\1251-2nd-avenue-10663856\esri_world_imagery_z19\z19_x94582_y178915.jpg,data\contact_sheets\fernie_sparwood\1251-2nd-avenue-10663856\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1251-2nd-avenue-10663856\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1251-2nd-avenue-10663856\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1251-2nd-avenue-10663856\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10663856,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Useful view of house and immediate lot context, though shadows/trees and dense surroundings reduce clarity; z19 preferable to tig…",MLS/listing photos are research-only until rights are verified.
140,A - strong candidate,192,25,10667018,129 STEMWINDER Drive,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\129-stemwinder-drive-10667018\esri_world_imagery_z19\z19_x93206_y178515.jpg,data\contact_sheets\cranbrook_kimberley\129-stemwinder-drive-10667018\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\129-stemwinder-drive-10667018\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\129-stemwinder-drive-10667018\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\129-stemwinder-drive-10667018\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10667018,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; House, driveway, and lot edge are visible; some shadow and tight neighboring structures limit backyard clarity. z19 best overall.",MLS/listing photos are research-only until rights are verified.
141,A - strong candidate,193,25,10612922,1357 SOUTHVIEW Drive,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\1357-southview-drive-10612922\esri_world_imagery_z19\z19_x93553_y178964.jpg,data\contact_sheets\cranbrook_kimberley\1357-southview-drive-10612922\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\1357-southview-drive-10612922\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\1357-southview-drive-10612922\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\1357-southview-drive-10612922\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10612922,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Clear overhead view; z19 shows house, driveway, yard/lot context together. z20 closer but slightly cropped/blurrier.",MLS/listing photos are research-only until rights are verified.
142,A - strong candidate,194,25,20079642,140 River Drive,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\140-river-drive-20079642\esri_world_imagery_z19\z19_x93496_y178754.jpg,data\contact_sheets\cranbrook_kimberley\140-river-drive-20079642\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\140-river-drive-20079642\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\140-river-drive-20079642\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\140-river-drive-20079642\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-20079642,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Good top-down view of house/structure area and surrounding lot; z19 balances detail and context. z18 adds river/neighborhood cont…,MLS/listing photos are research-only until rights are verified.
143,A - strong candidate,195,25,10667357,1464 SOUTHVIEW Drive,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\1464-southview-drive-10667357\esri_world_imagery_z19\z19_x93559_y178963.jpg,data\contact_sheets\cranbrook_kimberley\1464-southview-drive-10667357\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\1464-southview-drive-10667357\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\1464-southview-drive-10667357\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\1464-southview-drive-10667357\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10667357,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no visible aerial/top-down/elevated lot view. Exterior photos are mainly front/driveway angles and do not show house…,MLS/listing photos are research-only until rights are verified.
144,A - strong candidate,196,25,10656960,15 ALPINE TRAIL Crescent,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\15-alpine-trail-crescent-10656960\esri_world_imagery_z19\z19_x94562_y178883.jpg,data\contact_sheets\fernie_sparwood\15-alpine-trail-crescent-10656960\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\15-alpine-trail-crescent-10656960\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\15-alpine-trail-crescent-10656960\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\15-alpine-trail-crescent-10656960\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10656960,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; z20 unavailable, but z19 provides a usable elevated view of the home/lot area among trees; partial obstruction from vegetation.",MLS/listing photos are research-only until rights are verified.
145,A - strong candidate,197,25,10573769,1513 LAKEVIEW Lane,Columbia Valley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\columbia_valley\1513-lakeview-lane-10573769\esri_world_imagery_z19\z19_x93177_y176670.jpg,data\contact_sheets\columbia_valley\1513-lakeview-lane-10573769\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\1513-lakeview-lane-10573769\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\1513-lakeview-lane-10573769\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\1513-lakeview-lane-10573769\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10573769,"Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; Good elevated view showing house, lot context, street access, and nearby lake; z18 gives broader neighbo…",MLS/listing photos are research-only until rights are verified.
146,A - strong candidate,198,25,10552417,153 STEMWINDER Drive,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\153-stemwinder-drive-10552417\esri_world_imagery_z19\z19_x93206_y178513.jpg,data\contact_sheets\cranbrook_kimberley\153-stemwinder-drive-10552417\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\153-stemwinder-drive-10552417\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\153-stemwinder-drive-10552417\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\153-stemwinder-drive-10552417\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10552417,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Clear view of house, yard/lot, street frontage, and treed rear area; z20 is closer but less contextual.",MLS/listing photos are research-only until rights are verified.
147,A - strong candidate,199,25,20069196,1646 MT PYRAMID Crescent,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\1646-mt-pyramid-crescent-20069196\esri_world_imagery_z19\z19_x93592_y178875.jpg,data\contact_sheets\cranbrook_kimberley\1646-mt-pyramid-crescent-20069196\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\1646-mt-pyramid-crescent-20069196\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\1646-mt-pyramid-crescent-20069196\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\1646-mt-pyramid-crescent-20069196\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-20069196,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; House and lot context visible, but significant tree shadow/cover obscures parts of backyard.",MLS/listing photos are research-only until rights are verified.
148,A - strong candidate,200,25,10657484,1701 3RD S Avenue,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\1701-3rd-s-avenue-10657484\esri_world_imagery_z19\z19_x93531_y178949.jpg,data\contact_sheets\cranbrook_kimberley\1701-3rd-s-avenue-10657484\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\1701-3rd-s-avenue-10657484\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\1701-3rd-s-avenue-10657484\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\1701-3rd-s-avenue-10657484\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-10657484,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Clear overhead view of house, backyard/lot, driveway, and surrounding parcels.",MLS/listing photos are research-only until rights are verified.
149,A - strong candidate,201,25,10685465,1715 3RD Avenue,Columbia Valley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\columbia_valley\1715-3rd-avenue-10685465\esri_world_imagery_z19\z19_x93175_y176676.jpg,data\contact_sheets\columbia_valley\1715-3rd-avenue-10685465\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\1715-3rd-avenue-10685465\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\1715-3rd-avenue-10685465\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\1715-3rd-avenue-10685465\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10685465,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; House and lot/backyard visible with good neighborhood context; minor tree shadow.,MLS/listing photos are research-only until rights are verified.
150,A - strong candidate,202,25,10675078,1745 SWANSEA Avenue,Columbia Valley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\columbia_valley\1745-swansea-avenue-10675078\esri_world_imagery_z19\z19_x93221_y176761.jpg,data\contact_sheets\columbia_valley\1745-swansea-avenue-10675078\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\1745-swansea-avenue-10675078\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\1745-swansea-avenue-10675078\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\1745-swansea-avenue-10675078\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10675078,"Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; Good view of house, yard, driveway, and lot boundaries; z20 also usable but tighter.",MLS/listing photos are research-only until rights are verified.
151,A - strong candidate,203,25,20057967,1900 12th Street S,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\cranbrook_kimberley\1900-12th-street-s-20057967\esri_world_imagery_z19\z19_x93561_y178941.jpg,data\contact_sheets\cranbrook_kimberley\1900-12th-street-s-20057967\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\1900-12th-street-s-20057967\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\1900-12th-street-s-20057967\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\1900-12th-street-s-20057967\google_satellite_contact_sheet.jpg,,,/cranbrook-kimberley#listing-20057967,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: only ground-level front exterior plus interiors/floorplan; no visible aerial, top-down, elevated, or backyard/lot ov…",MLS/listing photos are research-only until rights are verified.
152,A - strong candidate,204,25,10681575,197 RIDGEMONT Lane,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\197-ridgemont-lane-10681575\esri_world_imagery_z19\z19_x94588_y178925.jpg,data\contact_sheets\fernie_sparwood\197-ridgemont-lane-10681575\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\197-ridgemont-lane-10681575\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\197-ridgemont-lane-10681575\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\197-ridgemont-lane-10681575\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10681575,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; House, yard, driveway/street frontage, and surrounding lot context are visible; z19 is most useful.",MLS/listing photos are research-only until rights are verified.
153,A - strong candidate,205,25,10650416,1973 GREYWOLF Drive,Columbia Valley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\columbia_valley\1973-greywolf-drive-10650416\esri_world_imagery_z19\z19_x92850_y176776.jpg,data\contact_sheets\columbia_valley\1973-greywolf-drive-10650416\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\1973-greywolf-drive-10650416\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\1973-greywolf-drive-10650416\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\1973-greywolf-drive-10650416\google_satellite_contact_sheet.jpg,,,/columbia-valley#listing-10650416,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; House and surrounding lot/backyard context visible; some tree/shadow obstruction.,MLS/listing photos are research-only until rights are verified.
154,A - strong candidate,206,25,10579894,2 ALLAN GRAHAM Drive,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\2-allan-graham-drive-10579894\esri_world_imagery_z19\z19_x94590_y178902.jpg,data\contact_sheets\fernie_sparwood\2-allan-graham-drive-10579894\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\2-allan-graham-drive-10579894\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\2-allan-graham-drive-10579894\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\2-allan-graham-drive-10579894\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10579894,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; House and yard visible with neighborhood context; backyard partly obscured by trees/shadow.,MLS/listing photos are research-only until rights are verified.
155,A - strong candidate,207,25,10644420,20 PINE Crescent,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,0,9,data\aerial\fernie_sparwood\20-pine-crescent-10644420\esri_world_imagery_z19\z19_x94570_y178944.jpg,data\contact_sheets\fernie_sparwood\20-pine-crescent-10644420\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\20-pine-crescent-10644420\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\20-pine-crescent-10644420\google_satellite_z20.jpg,data\alternate_contact_sheets\google\fernie-sparwood\20-pine-crescent-10644420\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10644420,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Clear top-down view of house, yard, driveway, and lot surroundings.",MLS/listing photos are research-only until rights are verified.
156,A - strong candidate,208,25,20069119,2030 GOLDEN EAGLE Drive,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,,9,0,data\aerial\fernie_sparwood\2030-golden-eagle-drive-20069119\esri_world_imagery_z19\z19_x94816_y178353.jpg,data\contact_sheets\fernie_sparwood\2030-golden-eagle-drive-20069119\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\2030-golden-eagle-drive-20069119\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\2030-golden-eagle-drive-20069119\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\2030-golden-eagle-drive-20069119\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-20069119,"Vision batch 002: print_mockup_potential=low; best_candidate_tile=none; Mostly road and vacant/bare lot; house appears only in adjacent tile, not a strong backyard crop.; Goal review: only front exterior plus interiors visible; no aerial/elevated backyard or…",MLS/listing photos are research-only until rights are verified.
