triage_rank,triage_score,listing_id,address,source_label,area,subarea,coordinate_confidence,latitude,longitude,recommended_source,aerial_coverage_goal,best_overhead_candidate,aerial_contact_sheet,aerial_review_status,aerial_backyard_visibility,aerial_overhead_quality,aerial_real_tiles,aerial_placeholder_tiles,mls_contact_sheet,mls_photo_count,mls_backyard_photos,mls_drone_or_aerial,mls_best_photo_indices,mls_candidate_strength,hot_tub_or_pool_signal,source_risk,notes
129,0,10667018,129 STEMWINDER Drive,Cranbrook/Kimberley,Kootenay,KI - Alpine Resort Area,listing,49.68735038,-115.99989944,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\129-stemwinder-drive-10667018\esri_world_imagery_z19\z19_x93206_y178515.jpg,data\contact_sheets\cranbrook_kimberley\129-stemwinder-drive-10667018\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\129-stemwinder-drive-10667018\mls_contact_sheet.jpg,25,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
130,0,20021647,13-640 UPPER LAKEVIEW Road,Columbia Valley,Kootenay,IN - Invermere,listing,50.50619478,-116.0091049,needs_aerial_review,unreviewed,data\aerial\columbia_valley\13-640-upper-lakeview-road-20021647\esri_world_imagery_z19\z19_x93193_y176656.jpg,data\contact_sheets\columbia_valley\13-640-upper-lakeview-road-20021647\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\13-640-upper-lakeview-road-20021647\mls_contact_sheet.jpg,29,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.
131,0,20060624,1302 11th Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.51395297,-115.06469534,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\1302-11th-avenue-20060624\esri_world_imagery_z19\z19_x94568_y178905.jpg,data\contact_sheets\fernie_sparwood\1302-11th-avenue-20060624\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\1302-11th-avenue-20060624\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
132,0,10675686,1341 1ST Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.50964941,-115.05375673,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\1341-1st-avenue-10675686\esri_world_imagery_z19\z19_x94584_y178914.jpg,data\contact_sheets\fernie_sparwood\1341-1st-avenue-10675686\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\1341-1st-avenue-10675686\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
133,0,10612922,1357 SOUTHVIEW Drive,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.487694,-115.761899,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\1357-southview-drive-10612922\esri_world_imagery_z19\z19_x93553_y178964.jpg,data\contact_sheets\cranbrook_kimberley\1357-southview-drive-10612922\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\1357-southview-drive-10612922\mls_contact_sheet.jpg,10,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
134,0,20026178,137 12A Avenue,Columbia Valley,Kootenay,IN - Invermere,listing,50.51218755,-116.03629099,needs_aerial_review,unreviewed,data\aerial\columbia_valley\137-12a-avenue-20026178\esri_world_imagery_z19\z19_x93153_y176642.jpg,data\contact_sheets\columbia_valley\137-12a-avenue-20026178\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\137-12a-avenue-20026178\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.
135,0,10681443,1391 10TH Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.51431643,-115.06364721,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\1391-10th-avenue-10681443\esri_world_imagery_z19\z19_x94570_y178904.jpg,data\contact_sheets\fernie_sparwood\1391-10th-avenue-10681443\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\1391-10th-avenue-10681443\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
136,0,10682383,14 MT TRINITY Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.49434947,-115.07301212,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\14-mt-trinity-avenue-10682383\esri_world_imagery_z19\z19_x94556_y178949.jpg,data\contact_sheets\fernie_sparwood\14-mt-trinity-avenue-10682383\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\14-mt-trinity-avenue-10682383\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
137,0,20079642,140 River Drive,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook North,listing,49.5812283,-115.80134044,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\140-river-drive-20079642\esri_world_imagery_z19\z19_x93496_y178754.jpg,data\contact_sheets\cranbrook_kimberley\140-river-drive-20079642\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\140-river-drive-20079642\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
138,0,10683098,1440 CANTERBURY Close,Columbia Valley,Kootenay,IN - Invermere,listing,50.50410789,-116.04469441,needs_aerial_review,unreviewed,data\aerial\columbia_valley\1440-canterbury-close-10683098\esri_world_imagery_z19\z19_x93141_y176661.jpg,data\contact_sheets\columbia_valley\1440-canterbury-close-10683098\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\1440-canterbury-close-10683098\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.
139,0,10589073,1453 STODDART Avenue,Columbia Valley,Kootenay,INRU - Windermere,listing,50.473806,-115.993258,needs_aerial_review,unreviewed,data\aerial\columbia_valley\1453-stoddart-avenue-10589073\esri_world_imagery_z19\z19_x93216_y176730.jpg,data\contact_sheets\columbia_valley\1453-stoddart-avenue-10589073\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\1453-stoddart-avenue-10589073\mls_contact_sheet.jpg,10,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.
140,0,10667357,1464 SOUTHVIEW Drive,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.48788709,-115.75784478,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\1464-southview-drive-10667357\esri_world_imagery_z19\z19_x93559_y178963.jpg,data\contact_sheets\cranbrook_kimberley\1464-southview-drive-10667357\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\1464-southview-drive-10667357\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
141,0,20021290,147 THE WHINS,Cranbrook/Kimberley,Kootenay,CRAN - Northwest Cranbrook,listing,49.5389958,-115.76223281,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\147-the-whins-20021290\esri_world_imagery_z19\z19_x93553_y178849.jpg,data\contact_sheets\cranbrook_kimberley\147-the-whins-20021290\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\147-the-whins-20021290\mls_contact_sheet.jpg,29,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
142,0,10656960,15 ALPINE TRAIL Crescent,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.523802,-115.069249,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\15-alpine-trail-crescent-10656960\esri_world_imagery_z19\z19_x94562_y178883.jpg,data\contact_sheets\fernie_sparwood\15-alpine-trail-crescent-10656960\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\15-alpine-trail-crescent-10656960\mls_contact_sheet.jpg,18,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
143,0,10629259,15 ALPINE TRAILS Crescent,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.523505,-115.069434,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\15-alpine-trails-crescent-10629259\esri_world_imagery_z19\z19_x94561_y178883.jpg,data\contact_sheets\fernie_sparwood\15-alpine-trails-crescent-10629259\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\15-alpine-trails-crescent-10629259\mls_contact_sheet.jpg,13,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
144,0,20083862,15 Turner Close,Cranbrook/Kimberley,Kootenay,KI - Marysville,listing,49.63407721,-115.95756155,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\15-turner-close-20083862\esri_world_imagery_z19\z19_x93268_y178635.jpg,data\contact_sheets\cranbrook_kimberley\15-turner-close-20083862\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\15-turner-close-20083862\mls_contact_sheet.jpg,23,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
145,0,20049602,1509 10th Avenue,Columbia Valley,Kootenay,IN - Invermere,listing,50.50115804,-116.03215489,needs_aerial_review,unreviewed,data\aerial\columbia_valley\1509-10th-avenue-20049602\esri_world_imagery_z19\z19_x93159_y176668.jpg,data\contact_sheets\columbia_valley\1509-10th-avenue-20049602\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\1509-10th-avenue-20049602\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.
146,0,10573769,1513 LAKEVIEW Lane,Columbia Valley,Kootenay,IN - Invermere,listing,50.500077,-116.020167,needs_aerial_review,unreviewed,data\aerial\columbia_valley\1513-lakeview-lane-10573769\esri_world_imagery_z19\z19_x93177_y176670.jpg,data\contact_sheets\columbia_valley\1513-lakeview-lane-10573769\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\1513-lakeview-lane-10573769\mls_contact_sheet.jpg,10,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.
147,0,10552417,153 STEMWINDER Drive,Cranbrook/Kimberley,Kootenay,KI - Kimberley,listing,49.6883,-116.000057,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\153-stemwinder-drive-10552417\esri_world_imagery_z19\z19_x93206_y178513.jpg,data\contact_sheets\cranbrook_kimberley\153-stemwinder-drive-10552417\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\153-stemwinder-drive-10552417\mls_contact_sheet.jpg,7,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
148,0,10652596,16 CEDAR BOWL Drive,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.489547,-115.06078,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\16-cedar-bowl-drive-10652596\esri_world_imagery_z19\z19_x94574_y178959.jpg,data\contact_sheets\fernie_sparwood\16-cedar-bowl-drive-10652596\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\16-cedar-bowl-drive-10652596\mls_contact_sheet.jpg,28,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
149,0,10671641,16 MT MINTON Street,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.49640221,-115.07175631,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\16-mt-minton-street-10671641\esri_world_imagery_z19\z19_x94558_y178944.jpg,data\contact_sheets\fernie_sparwood\16-mt-minton-street-10671641\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\16-mt-minton-street-10671641\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
150,0,10684522,1611 1ST S Avenue,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.49332042,-115.78241832,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\1611-1st-s-avenue-10684522\esri_world_imagery_z19\z19_x93523_y178951.jpg,data\contact_sheets\cranbrook_kimberley\1611-1st-s-avenue-10684522\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\1611-1st-s-avenue-10684522\mls_contact_sheet.jpg,21,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
151,0,20069196,1646 MT PYRAMID Crescent,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook North,listing,49.52718861,-115.73521972,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\1646-mt-pyramid-crescent-20069196\esri_world_imagery_z19\z19_x93592_y178875.jpg,data\contact_sheets\cranbrook_kimberley\1646-mt-pyramid-crescent-20069196\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\1646-mt-pyramid-crescent-20069196\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
152,0,10615862,17 ALPINE Trail,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.524257,-115.066989,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\17-alpine-trail-10615862\esri_world_imagery_z19\z19_x94565_y178882.jpg,data\contact_sheets\fernie_sparwood\17-alpine-trail-10615862\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\17-alpine-trail-10615862\mls_contact_sheet.jpg,20,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
153,0,10657484,1701 3RD S Avenue,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.494101,-115.777297,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\1701-3rd-s-avenue-10657484\esri_world_imagery_z19\z19_x93531_y178949.jpg,data\contact_sheets\cranbrook_kimberley\1701-3rd-s-avenue-10657484\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\1701-3rd-s-avenue-10657484\mls_contact_sheet.jpg,14,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
154,0,10685465,1715 3RD Avenue,Columbia Valley,Kootenay,IN - Invermere,listing,50.49765186,-116.02155503,needs_aerial_review,unreviewed,data\aerial\columbia_valley\1715-3rd-avenue-10685465\esri_world_imagery_z19\z19_x93175_y176676.jpg,data\contact_sheets\columbia_valley\1715-3rd-avenue-10685465\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\1715-3rd-avenue-10685465\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.
155,0,10675078,1745 SWANSEA Avenue,Columbia Valley,Kootenay,INRU - Windermere,listing,50.46040694,-115.98961761,needs_aerial_review,unreviewed,data\aerial\columbia_valley\1745-swansea-avenue-10675078\esri_world_imagery_z19\z19_x93221_y176761.jpg,data\contact_sheets\columbia_valley\1745-swansea-avenue-10675078\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\1745-swansea-avenue-10675078\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.
156,0,10521676,1753 2ND Avenue,Columbia Valley,Kootenay,IN - Invermere,listing,50.496096,-116.020723,needs_aerial_review,unreviewed,data\aerial\columbia_valley\1753-2nd-avenue-10521676\esri_world_imagery_z19\z19_x93176_y176679.jpg,data\contact_sheets\columbia_valley\1753-2nd-avenue-10521676\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\1753-2nd-avenue-10521676\mls_contact_sheet.jpg,1,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.
157,0,10677481,18 ELKVIEW Crescent,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.49452715,-115.06670838,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\18-elkview-crescent-10677481\esri_world_imagery_z19\z19_x94565_y178948.jpg,data\contact_sheets\fernie_sparwood\18-elkview-crescent-10677481\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\18-elkview-crescent-10677481\mls_contact_sheet.jpg,29,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
158,0,10626846,18-6674 WARDNER-KIKOMUM Road,Cranbrook/Kimberley,Kootenay,CRANL Ft. Steele to Wardner,listing,49.428765,-115.571229,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\18-6674-wardner-kikomum-road-10626846\esri_world_imagery_z19\z19_x93831_y179096.jpg,data\contact_sheets\cranbrook_kimberley\18-6674-wardner-kikomum-road-10626846\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\18-6674-wardner-kikomum-road-10626846\mls_contact_sheet.jpg,20,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
159,0,20057967,1900 12th Street S,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.49767848,-115.75637282,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\1900-12th-street-s-20057967\esri_world_imagery_z19\z19_x93561_y178941.jpg,data\contact_sheets\cranbrook_kimberley\1900-12th-street-s-20057967\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\1900-12th-street-s-20057967\mls_contact_sheet.jpg,30,no,no,,low,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: only ground-level front exterior plus interiors/floorplan; no visible aerial, top-down, elevated, or backyard/lot overview."
160,0,20068527,1908 12th Street S,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.49778074,-115.75588748,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\1908-12th-street-s-20068527\esri_world_imagery_z19\z19_x93562_y178941.jpg,data\contact_sheets\cranbrook_kimberley\1908-12th-street-s-20068527\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\1908-12th-street-s-20068527\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
161,0,20020845,1921 PINERIDGE MOUNTAIN Trail,Columbia Valley,Kootenay,IN - Invermere,listing,50.49895093,-116.04976926,needs_aerial_review,unreviewed,data\aerial\columbia_valley\1921-pineridge-mountain-trail-20020845\esri_world_imagery_z19\z19_x93134_y176673.jpg,data\contact_sheets\columbia_valley\1921-pineridge-mountain-trail-20020845\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\1921-pineridge-mountain-trail-20020845\mls_contact_sheet.jpg,2,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.
162,0,10681575,197 RIDGEMONT Lane,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.50479018,-115.05155285,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\197-ridgemont-lane-10681575\esri_world_imagery_z19\z19_x94588_y178925.jpg,data\contact_sheets\fernie_sparwood\197-ridgemont-lane-10681575\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\197-ridgemont-lane-10681575\mls_contact_sheet.jpg,9,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
163,0,10650416,1973 GREYWOLF Drive,Columbia Valley,Kootenay,INRU - Panorama,listing,50.453873,-116.244428,needs_aerial_review,unreviewed,data\aerial\columbia_valley\1973-greywolf-drive-10650416\esri_world_imagery_z19\z19_x92850_y176776.jpg,data\contact_sheets\columbia_valley\1973-greywolf-drive-10650416\aerial_contact_sheet.jpg,vision_reviewed_batch_003_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\1973-greywolf-drive-10650416\mls_contact_sheet.jpg,24,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.
164,0,10579894,2 ALLAN GRAHAM Drive,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.515037,-115.049982,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\2-allan-graham-drive-10579894\esri_world_imagery_z19\z19_x94590_y178902.jpg,data\contact_sheets\fernie_sparwood\2-allan-graham-drive-10579894\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\2-allan-graham-drive-10579894\mls_contact_sheet.jpg,10,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
165,0,10681344,2 RIDGEMONT Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.50278295,-115.05519652,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\2-ridgemont-avenue-10681344\esri_world_imagery_z19\z19_x94582_y178930.jpg,data\contact_sheets\fernie_sparwood\2-ridgemont-avenue-10681344\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\2-ridgemont-avenue-10681344\mls_contact_sheet.jpg,30,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
166,0,10644420,20 PINE Crescent,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.49636,-115.063483,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\20-pine-crescent-10644420\esri_world_imagery_z19\z19_x94570_y178944.jpg,data\contact_sheets\fernie_sparwood\20-pine-crescent-10644420\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\20-pine-crescent-10644420\mls_contact_sheet.jpg,20,unreviewed,unreviewed,,unreviewed,unclear,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.
