source_label,listing_id,address,downloaded_mls_thumbnails,possible_outdoor_backyard_aerial_candidates,mls_contact_sheet,reuse_rights,notes
Fernie/Sparwood,10655082,39 ELKVIEW Drive,27,26,data\mls_contact_sheets\fernie_sparwood\39-elkview-drive-10655082\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10673661,43 RIDGEMONT Avenue,30,18,data\mls_contact_sheets\fernie_sparwood\43-ridgemont-avenue-10673661\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10303426,931 10TH Avenue,15,12,data\mls_contact_sheets\fernie_sparwood\931-10th-avenue-10303426\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10683923,2135 WHISKEY JACK Drive,30,27,data\mls_contact_sheets\fernie_sparwood\2135-whiskey-jack-drive-10683923\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10622169,46 COAL CREEK Road,6,6,data\mls_contact_sheets\fernie_sparwood\46-coal-creek-road-10622169\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10666059,992 8TH Avenue,30,28,data\mls_contact_sheets\fernie_sparwood\992-8th-avenue-10666059\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10676027,29 RIDGEMONT Drive,30,29,data\mls_contact_sheets\fernie_sparwood\29-ridgemont-drive-10676027\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20084254,2252 Black Hawk Drive,30,12,data\mls_contact_sheets\fernie_sparwood\2252-black-hawk-drive-20084254\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10665347,592 9TH Avenue,30,30,data\mls_contact_sheets\fernie_sparwood\592-9th-avenue-10665347\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10644420,20 PINE Crescent,20,19,data\mls_contact_sheets\fernie_sparwood\20-pine-crescent-10644420\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10666517,4 MT PROCTOR Avenue,30,30,data\mls_contact_sheets\fernie_sparwood\4-mt-proctor-avenue-10666517\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10615862,17 ALPINE Trail,20,18,data\mls_contact_sheets\fernie_sparwood\17-alpine-trail-10615862\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10681443,1391 10TH Avenue,30,28,data\mls_contact_sheets\fernie_sparwood\1391-10th-avenue-10681443\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20046554,532 Granzow Road,30,22,data\mls_contact_sheets\fernie_sparwood\532-granzow-road-20046554\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20078352,2071 Golden Eagle Drive,30,25,data\mls_contact_sheets\fernie_sparwood\2071-golden-eagle-drive-20078352\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20078363,1357 Cypress Drive,30,27,data\mls_contact_sheets\fernie_sparwood\1357-cypress-drive-20078363\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20080409,1668 Tranquility Road,30,20,data\mls_contact_sheets\fernie_sparwood\1668-tranquility-road-20080409\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10608316,501-5258 HIGHLINE Drive,10,10,data\mls_contact_sheets\fernie_sparwood\501-5258-highline-drive-10608316\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10681344,2 RIDGEMONT Avenue,30,28,data\mls_contact_sheets\fernie_sparwood\2-ridgemont-avenue-10681344\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10665467,661 3RD Avenue,30,30,data\mls_contact_sheets\fernie_sparwood\661-3rd-avenue-10665467\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10669856,801A 8TH Street,22,22,data\mls_contact_sheets\fernie_sparwood\801a-8th-street-10669856\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10616755,4584 TIMBERLINE Crescent,20,16,data\mls_contact_sheets\fernie_sparwood\4584-timberline-crescent-10616755\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10661891,701A 4TH Avenue,4,3,data\mls_contact_sheets\fernie_sparwood\701a-4th-avenue-10661891\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10675686,1341 1ST Avenue,30,24,data\mls_contact_sheets\fernie_sparwood\1341-1st-avenue-10675686\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10628923,32 SILVER RIDGE Drive,19,19,data\mls_contact_sheets\fernie_sparwood\32-silver-ridge-drive-10628923\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10545164,4556 TIMBERLINE Crescent,7,4,data\mls_contact_sheets\fernie_sparwood\4556-timberline-crescent-10545164\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10559208,4553 TIMBERLINE Crescent,1,1,data\mls_contact_sheets\fernie_sparwood\4553-timberline-crescent-10559208\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10636454,791 5TH Avenue,14,14,data\mls_contact_sheets\fernie_sparwood\791-5th-avenue-10636454\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10663856,1251 2ND Avenue,25,23,data\mls_contact_sheets\fernie_sparwood\1251-2nd-avenue-10663856\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10668743,921 11TH Avenue,30,30,data\mls_contact_sheets\fernie_sparwood\921-11th-avenue-10668743\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10681575,197 RIDGEMONT Lane,9,9,data\mls_contact_sheets\fernie_sparwood\197-ridgemont-lane-10681575\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10675594,9841 VICTORIA Street,12,9,data\mls_contact_sheets\fernie_sparwood\9841-victoria-street-10675594\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10577345,4495 TIMBERLINE Crescent,10,10,data\mls_contact_sheets\fernie_sparwood\4495-timberline-crescent-10577345\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10579894,2 ALLAN GRAHAM Drive,10,10,data\mls_contact_sheets\fernie_sparwood\2-allan-graham-drive-10579894\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10659866,123 WHITETAIL Drive,20,17,data\mls_contact_sheets\fernie_sparwood\123-whitetail-drive-10659866\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10660236,55 RIDGEMONT Avenue,30,29,data\mls_contact_sheets\fernie_sparwood\55-ridgemont-avenue-10660236\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10670512,1461 8TH Avenue,30,30,data\mls_contact_sheets\fernie_sparwood\1461-8th-avenue-10670512\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10671578,2140 WHISKEY JACK Drive,30,27,data\mls_contact_sheets\fernie_sparwood\2140-whiskey-jack-drive-10671578\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10672499,1202 4TH Avenue,24,21,data\mls_contact_sheets\fernie_sparwood\1202-4th-avenue-10672499\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10675368,201 1ST Avenue,30,29,data\mls_contact_sheets\fernie_sparwood\201-1st-avenue-10675368\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10676258,49 MT PROCTOR Avenue,30,29,data\mls_contact_sheets\fernie_sparwood\49-mt-proctor-avenue-10676258\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10677481,18 ELKVIEW Crescent,29,29,data\mls_contact_sheets\fernie_sparwood\18-elkview-crescent-10677481\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10681651,1 MT PROCTOR Avenue,30,29,data\mls_contact_sheets\fernie_sparwood\1-mt-proctor-avenue-10681651\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10682383,14 MT TRINITY Avenue,30,28,data\mls_contact_sheets\fernie_sparwood\14-mt-trinity-avenue-10682383\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20022380,761 4TH Avenue,28,24,data\mls_contact_sheets\fernie_sparwood\761-4th-avenue-20022380\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20028580,1309 BIRCHWOOD Place,30,27,data\mls_contact_sheets\fernie_sparwood\1309-birchwood-place-20028580\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20053873,562 6TH Avenue,25,25,data\mls_contact_sheets\fernie_sparwood\562-6th-avenue-20053873\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20060624,1302 11th Avenue,30,27,data\mls_contact_sheets\fernie_sparwood\1302-11th-avenue-20060624\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,20066454,6740 Rosen Lake Road,30,28,data\mls_contact_sheets\fernie_sparwood\6740-rosen-lake-road-20066454\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10638277,6659 ROSEN LAKE Road,15,15,data\mls_contact_sheets\fernie_sparwood\6659-rosen-lake-road-10638277\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10666129,862 10TH Avenue,30,30,data\mls_contact_sheets\fernie_sparwood\862-10th-avenue-10666129\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10599160,25 SKIFTY MORRIS Way,8,8,data\mls_contact_sheets\fernie_sparwood\25-skifty-morris-way-10599160\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10626775,93 RIDGEMONT Drive,4,4,data\mls_contact_sheets\fernie_sparwood\93-ridgemont-drive-10626775\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10629259,15 ALPINE TRAILS Crescent,13,13,data\mls_contact_sheets\fernie_sparwood\15-alpine-trails-crescent-10629259\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10629333,37 SILVER RIDGE Drive,18,18,data\mls_contact_sheets\fernie_sparwood\37-silver-ridge-drive-10629333\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
Fernie/Sparwood,10637598,1191 11TH Avenue,22,22,data\mls_contact_sheets\fernie_sparwood\1191-11th-avenue-10637598\mls_contact_sheet.jpg,unknown_research_only,Candidate score is a color/texture proxy; human or vision review still required.
